,Unnamed: 0,AB,Age,BB,from,G,H,HR,OPS,PA,R,SB,SO,to,WAR,experience,names,Zero,Year_difference
13335,13335,4,28.291999999999998,0,2000,110,1,0,0.5,4,0,0,1,2005,0.1,6,Kevin Walker,0,5
13337,13337,0,25.331999999999997,0,2004,0,0,0,,0,0,0,0,2005,0.0,2,John Webb,0,1
13338,13338,0,35.172,0,2000,31,0,0,,0,0,0,0,2005,0.1,6,Ben Weber,0,5
13340,13340,1,28.008000000000003,0,2003,2,0,0,0.0,1,0,0,0,2005,0.0,2,Matt White,0,2
13343,13343,40,27.345,2,2005,13,17,0,0.902,43,3,1,7,2005,0.1,1,Glenn Williams,0,0
13347,13347,0,26.285999999999998,0,2005,0,0,0,,0,0,0,0,2005,0.0,1,Mark Woodyard,0,0
13348,13348,669,32.306,37,2000,267,182,18,0.711,720,66,4,120,2005,0.0,6,Shawn Wooten,0,5
13349,13349,1,32.36,0,2000,57,0,0,0.0,1,0,0,1,2005,0.1,6,Kelly Wunsch,0,5
13350,13350,33,25.226,4,2005,14,10,1,0.8029999999999999,37,2,0,7,2005,0.1,1,Walter Young,0,0
13351,13351,21,33.231,4,2001,15,2,0,0.335,25,1,0,5,2006,-0.4,3,Andy Abad,0,5
13354,13354,1,23.215999999999998,0,2004,1,0,0,0.0,1,0,0,1,2006,0.0,3,Abe Alvarez,0,2
13355,13355,9,25.114,1,2006,9,1,0,0.311,10,3,0,4,2006,-0.1,1,Drew Anderson,0,0
13356,13356,0,28.093000000000004,0,2006,0,0,0,,0,0,0,0,2006,0.0,1,Steve Andrade,0,0
13357,13357,5,25.212,0,2002,4,0,0,0.0,5,0,0,3,2006,-0.1,3,Miguel Asencio,0,4
13358,13358,21,26.186999999999998,0,2005,27,3,0,0.28600000000000003,23,0,0,12,2006,-0.1,2,Ezequiel Astacio,0,1
13360,13360,0,28.139,0,2004,1,0,0,,0,0,0,0,2006,0.0,3,Jeff Bajenaru,0,2
13361,13361,30,27.146,1,2006,13,2,0,0.163,31,2,1,6,2006,-0.5,1,Chris Barnwell,0,0
13362,13362,0,27.136999999999997,0,2006,1,0,0,,0,0,0,0,2006,0.0,1,Philip Barzilla,0,0
13364,13364,16,29.305999999999997,0,2000,85,1,0,0.125,19,2,0,9,2006,0.0,7,Adam Bernero,0,6
13365,13365,1227,28.212,119,2001,392,328,31,0.726,1367,164,25,302,2006,2.5,6,Larry Bigbie,0,5
13366,13366,6,25.329,0,2002,11,1,0,0.5,6,0,0,2,2006,0.1,5,Dewon Brazelton,0,4
13367,13367,13,28.03,1,2005,11,1,0,0.22,14,1,0,6,2006,-0.1,2,Eude Brito,0,1
13369,13369,10,26.340999999999998,1,2006,5,3,0,0.8640000000000001,11,1,0,1,2006,0.1,1,Jeremy Brown,0,0
13371,13371,0,24.336,0,2006,4,0,0,,0,0,0,0,2006,0.0,1,Brett Campbell,0,0
13374,13374,2,30.357,1,2002,54,0,0,0.33299999999999996,3,0,0,2,2006,0.1,3,Scott Cassidy,0,4
13376,13376,190,27.079,18,2005,66,48,0,0.633,209,32,13,28,2006,-0.5,2,Bernie Castro,0,1
13377,13377,185,28.173000000000002,7,2002,89,39,4,0.575,192,12,1,53,2006,-0.9,5,Matthew Cepicky,0,4
13378,13378,0,22.107,0,2006,0,0,0,,0,0,0,0,2006,0.0,1,Travis Chick,0,0
13379,13379,0,31.098000000000003,0,2006,0,0,0,,0,0,0,0,2006,0.0,1,Jason Childers,0,0
13380,13380,11,30.116,1,2005,14,1,0,0.258,12,2,1,5,2006,-0.1,2,Doug Clark,0,1
13381,13381,99,27.046,4,2003,57,10,0,0.237,114,5,0,40,2006,-0.5,4,Brandon Claussen,0,3
13383,13383,447,26.259,50,2004,160,107,10,0.687,508,46,1,93,2006,-0.3,3,JD Closser,0,2
13384,13384,5,24.272,0,2006,2,1,0,0.4,5,0,0,1,2006,-0.1,1,Alvin Colina,0,0
13386,13386,250,29.357,10,2003,205,54,4,0.555,269,32,9,51,2006,-1.5,4,Bubba Crosby,0,3
13387,13387,105,27.340999999999998,2,2002,83,6,1,0.16,116,5,0,51,2006,-1.0,5,Zach Day,0,4
13388,13388,2,26.254,0,2006,3,0,0,0.0,2,0,0,2,2006,-0.1,1,Yurendell de Caster,0,0
13389,13389,83,28.246,8,2000,49,24,2,0.78,95,8,2,14,2006,0.1,3,Tomas de la Rosa,0,6
13391,13391,0,25.236,0,2005,10,0,0,,0,0,0,0,2006,0.0,2,Chris Demaria,0,1
13393,13393,19,24.259,1,2006,15,4,0,0.513,20,3,0,2,2006,-0.1,1,Melvin Dorta,0,0
13394,13394,25,30.009,1,2001,18,3,0,0.314,32,1,0,14,2006,-0.1,6,Ryan Drese,0,5
13395,13395,2,29.326999999999998,0,2002,1,0,0,0.0,2,0,0,2,2006,0.0,5,Eric DuBose,0,4
13396,13396,0,27.337,0,2004,0,0,0,,0,0,0,0,2006,0.0,2,Scott Dunn,0,2
13397,13397,259,29.219,19,2003,106,63,3,0.628,282,24,1,40,2006,-0.4,3,Mike Edwards,0,3
13400,13400,388,27.353,41,2001,125,100,13,0.743,439,53,5,112,2006,1.5,4,Alex Escobar,0,5
13401,13401,9,29.229,1,2000,8,1,0,0.311,13,1,0,2,2006,0.0,4,Seth Etherton,0,6
13404,13404,21,34.098,1,2001,37,2,0,0.23199999999999998,25,3,0,10,2006,-0.1,5,Jared Fernandez,0,5
13405,13405,0,31.256,0,2004,18,0,0,,0,0,0,0,2006,0.0,2,Bartolome Fortunato,0,2
13406,13406,70,32.205,3,2000,129,11,0,0.361,86,3,0,22,2006,0.1,7,Wayne Franklin,0,6
13407,13407,285,26.345,28,2004,151,64,3,0.63,318,45,6,68,2006,-1.7,3,Choo Freeman,0,2
13408,13408,0,22.115,0,2006,2,0,0,,0,0,0,0,2006,0.0,1,Emiliano Fruto,0,0
13409,13409,4,29.059,0,2003,158,0,0,0.0,4,0,0,1,2006,0.0,4,Mike Gallo,0,3
13410,13410,2,21.267,0,2006,5,1,0,1.0,2,0,0,1,2006,0.0,1,Jose Garcia,0,0
13411,13411,158,28.051,10,2002,89,41,1,0.649,170,20,4,33,2006,-0.6,4,Alexis Gomez,0,4
13414,13414,875,27.064,39,2004,291,248,23,0.7490000000000001,951,100,5,157,2006,0.3,3,Luis Gonzalez,0,2
13419,13419,1,32.287,0,2002,215,0,0,0.0,1,0,0,1,2006,0.1,5,Kevin Gryboski,0,4
13420,13420,970,33.361,83,2002,307,239,35,0.736,1099,151,8,218,2006,1.9,5,Aaron Guiel,0,4
13422,13422,50,25.229,6,2004,30,4,0,0.259,62,2,0,19,2006,-0.1,3,Brad Halsey,0,2
13424,13424,1,29.305999999999997,0,2005,39,0,0,0.0,1,0,0,0,2006,0.0,2,Tim Hamulack,0,1
13425,13425,41,30.155,4,2006,18,12,2,0.8740000000000001,47,6,0,4,2006,0.2,1,Brandon Harper,0,0
13426,13426,1,30.072,0,2000,16,0,0,0.0,1,0,0,1,2006,0.1,7,Travis Harper,0,6
13427,13427,0,31.281,0,2005,0,0,0,,0,0,0,0,2006,0.0,2,Jeff Harris,0,1
13429,13429,24,26.215999999999998,5,2006,13,8,0,0.823,29,2,0,8,2006,0.3,1,John Hattig,0,0
13431,13431,19,25.105,1,2004,14,2,0,0.255,21,0,0,12,2006,-0.1,2,Ben Hendrickson,0,2
13437,13437,8,29.291,1,2005,14,1,0,0.34700000000000003,12,1,0,2,2006,0.1,2,Kevin Hooper,0,1
13438,13438,427,35.243,19,2001,161,95,3,0.537,451,42,0,78,2006,-1.4,6,Ken Huckaby,0,5
13439,13439,1,28.087,0,2004,21,1,0,2.0,1,0,0,0,2006,0.1,3,Travis Hughes,0,2
13440,13440,358,34.141,41,2000,221,82,19,0.7490000000000001,407,54,1,98,2006,-0.1,7,Adam Hyzdu,0,6
13445,13445,60,29.013,0,2001,82,11,0,0.414,71,5,1,17,2006,0.4,6,Sun-Woo Kim,0,5
13446,13446,18,26.075,0,2004,14,2,0,0.26899999999999996,19,0,0,2,2006,-0.3,3,Justin Knoedler,0,2
13451,13451,103,29.134,9,2004,32,22,6,0.733,116,15,1,32,2006,0.3,2,Justin Leone,0,2
13457,13457,0,27.107,0,2006,1,0,0,,0,0,0,0,2006,0.0,1,Chris Mabeus,0,0
13458,13458,1,33.113,0,2003,20,0,0,0.0,1,0,0,1,2006,0.0,2,Julio Manon,0,3
13460,13460,257,29.351999999999997,17,2001,190,60,1,0.581,280,39,15,57,2006,-0.8,6,Henry Mateo,0,5
13461,13461,12,23.287,0,2006,12,0,0,0.0,14,1,0,9,2006,-0.2,1,Juan Mateo,0,0
13463,13463,1605,27.283,108,2000,508,410,30,0.687,1773,212,72,297,2006,4.7,7,Luis Matos,0,6
13469,13469,14,24.253,0,2006,5,3,0,0.429,15,1,0,8,2006,-0.3,1,Drew Meyer,0,0
13472,13472,0,28.305999999999997,0,2006,2,0,0,,0,0,0,0,2006,0.0,1,Agustin Montero,0,0
13476,13476,2,25.18,0,2004,1,0,0,0.0,2,0,0,2,2006,0.0,3,Clint Nageotte,0,2
13478,13478,5,27.212,0,2006,8,0,0,0.0,5,2,0,4,2006,-0.2,1,John Nelson,0,0
13480,13480,6,27.046,0,2004,112,1,0,0.5,6,0,0,2,2006,0.1,3,Roberto Novoa,0,2
13481,13481,4,26.135,0,2006,2,0,0,0.0,4,0,0,3,2006,-0.1,1,Ryan O'Malley,0,0
13482,13482,486,31.245,56,2003,212,109,15,0.664,553,49,2,103,2006,-0.4,4,Miguel Ojeda,0,3
13484,13484,495,26.245,49,2003,216,121,6,0.6679999999999999,557,62,16,144,2006,0.7,4,Antonio Perez,0,3
13485,13485,6,24.340999999999998,1,2006,9,3,0,1.071,7,0,0,2,2006,0.2,1,Beltran Perez,0,0
13488,13488,262,27.115,18,2004,142,72,12,0.816,286,38,3,56,2006,-0.7,3,Jorge Piedra,0,2
13492,13492,204,25.337,8,2002,102,41,1,0.496,234,19,0,81,2006,0.9,5,Mark Prior,0,4
13494,13494,0,27.287,0,2006,4,0,0,,0,0,0,0,2006,0.0,1,Santiago Ramirez,0,0
13497,13497,39,33.008,4,2000,99,5,1,0.414,49,3,0,11,2006,0.2,6,Britt Reames,0,6
13498,13498,13,28.115,2,2005,12,5,0,0.885,16,2,1,2,2006,0.2,2,Kevin Reese,0,1
13500,13500,5,23.215999999999998,0,2006,4,1,0,0.4,5,0,0,3,2006,-0.1,1,Jose Reyes,0,0
13501,13501,0,26.098000000000003,0,2006,4,0,0,,0,0,0,0,2006,0.0,1,Sendy Rleal,0,0
13503,13503,1,24.357,0,2004,3,0,0,0.0,1,0,0,1,2006,0.0,2,Eddy Rodriguez,0,2
13505,13505,332,28.254,40,2005,158,99,7,0.8109999999999999,388,46,2,90,2006,0.6,2,John Rodriguez,0,1
13506,13506,29,27.313000000000002,0,2002,30,6,1,0.51,30,5,0,3,2006,-0.5,3,Eddie Rogers,0,4
13507,13507,0,23.184,0,2006,0,0,0,,0,0,0,0,2006,0.0,1,Davis Romero,0,0
13508,13508,2,26.14,0,2003,4,1,0,1.0,2,0,0,1,2006,0.1,2,Matt Roney,0,3
13509,13509,54,30.037,3,2004,27,11,1,0.542,57,3,0,12,2006,-0.4,3,Mike Rose,0,2
13511,13511,40,27.177,4,2005,31,8,0,0.49200000000000005,45,2,0,4,2006,-0.3,2,Danny Sandoval,0,1
13513,13513,7,25.083000000000002,1,2006,3,3,1,1.357,8,2,0,2,2006,0.1,1,Chad Santos,0,0
13515,13515,1,30.021,0,2005,62,0,0,0.0,1,0,0,1,2006,0.0,2,Brian Shackelford,0,1
13516,13516,4,29.29,1,2002,8,0,0,0.2,6,0,0,3,2006,0.0,3,Jason Shiell,0,4
13518,13518,0,32.064,0,2000,12,0,0,,0,0,0,0,2006,0.0,2,Brian Sikorski,0,6
13520,13520,1,28.287,0,2004,44,0,0,0.0,1,0,0,0,2006,0.0,3,Allan Simpson,0,2
13522,13522,0,28.320999999999998,0,2002,0,0,0,,0,0,0,0,2006,0.0,2,Mike Smith,0,4
13524,13524,11,26.266,0,2006,6,1,0,0.182,15,0,0,6,2006,-0.1,1,Alay Soler,0,0
13525,13525,0,28.331,0,2005,2,0,0,,0,0,0,0,2006,0.0,2,Steve Stemle,0,1
13526,13526,0,25.316,0,2006,0,0,0,,0,0,0,0,2006,0.0,1,Sean Tracey,0,0
13528,13528,0,26.048000000000002,0,2005,6,0,0,,0,0,0,0,2006,0.0,2,Jermaine Van Buren,0,1
13530,13530,20,28.015,4,2005,11,5,0,0.675,24,3,0,6,2006,0.2,2,Mike Vento,0,1
13535,13535,3,29.351,0,2000,1,1,0,0.667,3,1,0,1,2006,0.1,5,Kris Wilson,0,6
13537,13537,0,24.073,0,2006,0,0,0,,0,0,0,0,2006,0.0,1,Jason Windsor,0,0
13546,13546,50,29.323,1,2001,42,5,0,0.258,58,1,0,10,2007,-0.2,5,Mike Bacsik,0,6
13547,13547,2,27.02,0,2007,3,0,0,0.33299999999999996,3,0,0,1,2007,0.0,1,Sean Barker,0,0
13548,13548,9,24.155,0,2007,16,1,0,0.222,11,1,0,7,2007,0.0,1,Daniel Barone,0,0
13549,13549,2,28.268,0,2006,19,0,0,0.0,2,0,0,1,2007,0.0,2,Kevin Barry,0,1
13550,13550,1,28.237,0,2007,5,0,0,0.0,1,0,0,0,2007,0.0,1,Chris Basak,0,0
13552,13552,0,26.355,0,2005,46,0,0,,0,0,0,0,2007,0.0,3,Jonah Bayliss,0,2
13553,13553,0,30.108,0,2005,1,0,0,,0,0,0,0,2007,0.0,3,Colter Bean,0,2
13554,13554,60,30.256,3,2000,39,5,0,0.244,68,2,0,34,2007,-0.2,7,Rob Bell,0,7
13557,13557,535,31.135,41,2000,272,115,15,0.628,584,69,16,139,2007,0.2,8,Hiram Bocachica,0,7
13559,13559,0,30.228,0,2005,16,0,0,,0,0,0,0,2007,0.0,3,Chris Booker,0,2
13560,13560,716,28.253,74,2002,301,147,26,0.636,800,89,5,222,2007,-1.5,6,Joe Borchard,0,5
13561,13561,0,27.058000000000003,0,2006,0,0,0,,0,0,0,0,2007,0.0,2,Ryan Braun,0,1
13562,13562,38,27.143,2,2004,29,10,1,0.695,40,4,0,8,2007,0.0,2,Craig Brazell,0,3
13565,13565,0,23.037,0,2005,25,0,0,,0,0,0,0,2007,0.1,3,Ambiorix Burgos,0,2
13566,13566,0,28.316,0,2004,16,0,0,,0,0,0,0,2007,0.0,3,Carmen Cali,0,3
13568,13568,4,23.041,0,2005,40,1,0,0.5,4,0,0,3,2007,0.0,2,Marcos Carvajal,0,2
13570,13570,2,22.24,0,2006,25,0,0,0.0,3,0,0,1,2007,0.0,2,Fabio Castro,0,1
13571,13571,1,26.273000000000003,0,2007,14,0,0,0.0,1,0,0,0,2007,0.0,1,Troy Cate,0,0
13572,13572,0,26.261999999999997,0,2007,15,0,0,,0,0,0,0,2007,0.0,1,Andy Cavazos,0,0
13574,13574,0,26.063000000000002,0,2007,2,0,0,,0,0,0,0,2007,0.0,1,Darren Clarke,0,0
13577,13577,0,27.326,0,2007,6,0,0,,0,0,0,0,2007,0.0,1,Willie Collazo,0,0
13578,13578,0,28.072,1,2003,24,0,0,,1,0,0,0,2007,0.1,3,Steve Colyer,0,4
13580,13580,4,29.054000000000002,0,2005,4,0,0,0.0,5,0,0,3,2007,-0.1,3,Tim Corcoran,0,2
13582,13582,27,25.326999999999998,2,2005,16,5,0,0.46399999999999997,30,3,0,3,2007,-0.2,2,Fernando Cortez,0,2
13583,13583,421,25.291999999999998,16,2005,154,107,5,0.655,449,49,2,63,2007,-0.6,3,Shane Costa,0,2
13584,13584,519,28.11,32,2001,196,121,12,0.639,562,48,0,142,2007,-0.2,7,Humberto Cota,0,6
13585,13585,0,26.339000000000002,0,2007,60,0,0,,0,0,0,0,2007,0.0,1,Jon Coutlangus,0,0
13586,13586,72,25.146,4,2003,61,6,0,0.24,77,6,0,30,2007,-1.5,2,Enrique Cruz,0,4
13588,13588,6,32.09,0,2000,103,0,0,0.0,6,0,0,6,2007,0.0,5,Kane Davis,0,7
13589,13589,0,26.296999999999997,0,2007,1,0,0,,0,0,0,0,2007,0.0,1,Dewon Day,0,0
13590,13590,0,28.086,0,2007,1,0,0,,0,0,0,0,2007,0.0,1,Jordan De Jong,0,0
13591,13591,1,26.354,0,2006,24,0,0,0.0,2,0,0,0,2007,0.0,2,Francisco Del Rosario,0,1
13592,13592,0,24.272,0,2007,0,0,0,,0,0,0,0,2007,0.0,1,Julio DePaula,0,0
13593,13593,446,25.209,32,2004,147,114,24,0.7959999999999999,485,62,6,135,2007,0.7,4,Victor Diaz,0,3
13594,13594,0,25.247,0,2007,3,0,0,,0,0,0,0,2007,0.0,1,Dennis Dove,0,0
13595,13595,0,25.354,0,2007,0,0,0,,0,0,0,0,2007,0.0,1,Cory Doyne,0,0
13596,13596,5,36.027,1,2002,14,0,0,0.16699999999999998,7,1,0,4,2007,0.0,5,Travis Driskill,0,5
13597,13597,19,25.208000000000002,0,2004,19,5,0,0.579,22,3,0,5,2007,0.1,2,J.D. Durbin,0,3
13599,13599,4,27.33,0,2002,4,1,0,0.5,4,0,0,1,2007,0.0,3,John Ennis,0,5
13601,13601,0,31.139,0,2002,19,0,0,,0,0,0,0,2007,0.0,6,Nate Field,0,5
13602,13602,16,33.129,0,2001,18,2,0,0.313,16,2,0,2,2007,-0.2,3,Luis Figueroa,0,6
13604,13604,1,27.326999999999998,0,2005,10,0,0,0.0,1,0,0,0,2007,0.0,3,Ron Flores,0,2
13606,13606,19,34.025999999999996,0,2000,287,5,0,0.526,20,2,0,3,2007,0.3,8,Aaron Fultz,0,7
13607,13607,43,28.06,7,2005,29,8,0,0.606,52,8,0,12,2007,0.2,2,J.J. Furmaniak,0,2
13608,13608,53,29.045,1,2005,33,13,2,0.6829999999999999,56,6,0,14,2007,-0.1,3,John Gall,0,2
13609,13609,0,26.105999999999998,0,2007,1,0,0,,0,0,0,0,2007,0.0,1,Anderson Garcia,0,0
13610,13610,0,23.197,0,2007,8,0,0,,0,0,0,0,2007,0.0,1,Harvey Garcia,0,0
13611,13611,820,32.015,47,2001,277,189,19,0.613,887,67,2,162,2007,1.1,6,Geronimo Gil,0,6
13612,13612,86,24.348000000000003,0,2004,30,15,0,0.40299999999999997,88,3,2,33,2007,-0.9,2,Jerry Gil,0,3
13613,13613,2934,29.133000000000003,318,2001,792,813,76,0.782,3340,468,70,523,2007,16.7,7,Marcus Giles,0,6
13614,13614,4,28.073,1,2007,2,0,0,0.2,5,1,0,1,2007,0.0,1,Nick Gorneault,0,0
13616,13616,23,27.315,3,2005,13,7,2,1.0659999999999998,27,7,0,9,2007,0.2,2,John-Ford Griffin,0,2
13617,13617,0,28.302,0,2007,0,0,0,,0,0,0,0,2007,0.0,1,Lee Gronkiewicz,0,0
13618,13618,56,22.31,5,2006,24,13,0,0.628,62,7,0,12,2007,-0.5,2,Joel Guzman,0,1
13619,13619,0,29.326,0,2007,0,0,0,,0,0,0,0,2007,0.0,1,Marcus Gwyn,0,0
13620,13620,24,29.017,4,2002,97,2,0,0.298,30,1,0,18,2007,0.0,6,Josh Hancock,0,5
13622,13622,82,33.051,4,2005,34,19,0,0.536,88,1,0,18,2007,-0.8,3,Chris Heintz,0,2
13625,13625,0,27.125999999999998,0,2007,12,0,0,,0,0,0,0,2007,0.0,1,Yoel Hernandez,0,0
13626,13626,3570,32.055,140,2001,943,1014,108,0.76,3816,463,16,464,2007,6.2,7,Shea Hillenbrand,0,6
13627,13627,30,28.049,3,2005,52,3,0,0.315,35,1,0,18,2007,0.0,2,D.J. Houlton,0,2
13628,13628,0,26.08,0,2006,0,0,0,,0,0,0,0,2007,0.0,2,Jon Huber,0,1
13629,13629,41,30.008000000000003,3,2002,33,10,0,0.5820000000000001,48,8,0,12,2007,0.6,5,Luke Hudson,0,5
13630,13630,0,27.287,0,2007,5,0,0,,0,0,0,0,2007,0.0,1,Eric Hull,0,0
13632,13632,222,25.357,27,2005,98,51,7,0.728,253,31,3,70,2007,0.3,3,Ben Johnson,0,2
13633,13633,1,26.115,0,2005,107,0,0,0.0,2,0,0,1,2007,0.1,3,Tyler Johnson,0,2
13634,13634,0,30.276,0,2003,1,0,0,,0,0,0,0,2007,0.0,4,Greg Jones,0,4
13635,13635,25,31.153000000000002,0,2000,31,5,1,0.6,25,4,0,7,2007,0.3,6,Randy Keisler,0,7
13636,13636,91,28.128,3,2001,49,16,0,0.42200000000000004,103,6,0,25,2007,0.2,7,Joe Kennedy,0,6
13637,13637,1792,31.055999999999997,246,2001,599,456,53,0.757,2084,257,21,372,2007,6.4,7,Bobby Kielty,0,6
13641,13641,31,28.351999999999997,5,2004,19,6,1,0.652,37,4,0,9,2007,-0.1,3,Jon Knott,0,3
13643,13643,0,26.272,0,2006,0,0,0,,0,0,0,0,2007,0.0,2,Shane Komine,0,1
13644,13644,5,31.026999999999997,0,2001,209,0,0,0.0,5,0,0,2,2007,0.0,7,Mike Koplove,0,6
13645,13645,0,39.134,0,2007,14,0,0,,0,0,0,0,2007,0.0,1,Masumi Kuwata,0,0
13646,13646,148,29.243000000000002,14,2003,68,29,2,0.545,164,14,0,49,2007,-0.6,3,Pete LaForest,0,4
13647,13647,0,26.223000000000003,0,2006,0,0,0,,0,0,0,0,2007,0.0,2,Juan Lara,0,1
13648,13648,289,31.125999999999998,13,2001,160,38,1,0.33399999999999996,326,16,0,97,2007,-0.2,6,Brian Lawrence,0,6
13649,13649,1388,31.291,123,2000,476,361,60,0.7659999999999999,1539,146,0,332,2007,0.4,8,Matt LeCroy,0,7
13651,13651,1,28.233,0,2004,36,0,0,0.0,2,0,0,0,2007,0.0,3,Jon Leicester,0,3
13653,13653,502,27.092,44,2003,270,116,8,0.638,559,64,8,148,2007,-1.8,5,Todd Linden,0,4
13654,13654,25,24.351999999999997,2,2006,11,7,0,0.613,31,3,0,7,2007,0.2,2,Bobby Livingston,0,1
13656,13656,870,27.305999999999997,59,2004,321,233,2,0.66,957,111,56,182,2007,3.0,4,Nook Logan,0,3
13657,13657,52,23.155,1,2005,16,10,0,0.45299999999999996,55,2,0,11,2007,-0.6,2,Pedro Lopez,0,2
13658,13658,197,26.323,7,2003,110,35,2,0.46399999999999997,232,14,0,48,2007,0.9,5,Noah Lowry,0,4
13659,13659,0,27.13,0,2006,2,0,0,,0,0,0,0,2007,0.0,2,Ruddy Lugo,0,1
13661,13661,18,25.348000000000003,0,2007,7,3,0,0.389,18,2,0,7,2007,-0.3,1,Kevin Mahar,0,0
13662,13662,30,30.038,2,2002,26,7,0,0.5479999999999999,36,3,1,12,2007,0.4,6,Mike Maroth,0,5
13664,13664,0,29.274,0,2002,15,0,0,,0,0,0,0,2007,0.1,6,Julio Mateo,0,5
13665,13665,0,27.035999999999998,0,2007,21,0,0,,0,0,0,0,2007,0.0,1,Marcus McBeth,0,0
13666,13666,0,24.29,0,2005,104,0,0,,0,0,0,0,2007,0.1,3,Macay McBride,0,2
13667,13667,1,28.169,0,2007,12,0,0,0.0,1,0,0,1,2007,0.0,1,Zach McClellan,0,0
13668,13668,7,32.205,0,2004,12,0,0,0.0,7,0,0,3,2007,-0.1,3,Marty McLeary,0,3
13669,13669,0,26.355999999999998,0,2007,29,0,0,,0,0,0,0,2007,0.0,1,Mark McLemore,0,0
13670,13670,0,25.041,1,2007,1,0,0,,1,0,0,0,2007,0.0,1,Kevin Melillo,0,0
13673,13673,0,24.319000000000003,0,2007,0,0,0,,0,0,0,0,2007,0.0,1,Jason Miller,0,0
13674,13674,0,35.201,0,2003,11,0,0,,0,0,0,0,2007,0.0,5,Matt Miller,0,4
13677,13677,1367,31.019000000000002,141,2001,504,340,49,0.745,1537,203,13,393,2007,2.4,7,Dustan Mohr,0,6
13678,13678,1,25.099,0,2004,14,0,0,0.0,1,0,0,0,2007,0.0,2,Arnie Munoz,0,3
13679,13679,1,27.205,0,2005,79,1,0,3.0,2,1,0,0,2007,0.1,3,Scott Munter,0,2
13680,13680,108,28.034000000000002,5,2006,68,23,1,0.5579999999999999,116,14,4,30,2007,0.4,2,Tommy Murphy,0,1
13682,13682,499,28.093000000000004,29,2003,195,123,17,0.7090000000000001,535,61,0,91,2007,0.4,4,Lance Niekro,0,4
13683,13683,93,30.203000000000003,1,2002,74,22,0,0.557,102,5,0,26,2007,0.5,5,Wes Obermueller,0,5
13684,13684,0,26.25,0,2005,4,0,0,,0,0,0,0,2007,0.0,3,Chad Orvella,0,2
13685,13685,2,35.169000000000004,0,2004,135,0,0,0.0,2,0,0,1,2007,0.1,4,Akinori Otsuka,0,3
13686,13686,0,28.046,0,2006,25,0,0,,0,0,0,0,2007,0.0,2,Henry Owens,0,1
13688,13688,133,29.095,2,2002,84,14,0,0.253,152,4,0,56,2007,-0.5,6,John Patterson,0,5
13691,13691,1671,32.174,92,2000,603,449,26,0.69,1825,187,23,159,2007,1.5,8,Timo Perez,0,7
13692,13692,0,23.088,0,2007,8,0,0,,0,0,0,0,2007,0.0,1,Billy Petrick,0,0
13693,13693,0,25.19,0,2007,1,0,0,,0,0,0,0,2007,0.0,1,Heath Phillips,0,0
13694,13694,1382,30.294,111,2001,465,344,30,0.684,1537,138,0,170,2007,-1.7,7,Jason Phillips,0,6
13696,13696,0,29.362,0,2001,69,0,0,,0,0,0,0,2007,0.0,6,Bret Prinz,0,6
13697,13697,28,24.235,3,2007,11,6,1,0.612,31,3,0,11,2007,-0.2,1,Danny Putnam,0,0
13698,13698,80,28.206,2,2006,38,20,3,0.643,82,10,0,18,2007,-0.4,2,Josh Rabe,0,1
13699,13699,0,30.087,0,2004,1,0,0,,0,0,0,0,2007,0.0,3,Aaron Rakers,0,3
13700,13700,0,31.075,0,2003,6,0,0,,0,0,0,0,2007,0.1,4,Erasmo Ramirez,0,4
13701,13701,15,33.15,0,2003,105,5,0,0.867,16,4,0,5,2007,0.3,3,Steve Randolph,0,4
13702,13702,1370,30.204,66,2000,432,385,17,0.701,1461,167,40,147,2007,1.0,6,Tike Redman,0,7
13703,13703,61,26.228,3,2006,60,6,0,0.265,68,9,4,16,2007,-0.6,2,Eric Reed,0,1
13704,13704,87,29.21,3,2001,303,9,0,0.258,105,3,0,42,2007,-0.2,7,Chris Reitsma,0,6
13706,13706,268,28.122,28,2002,152,64,6,0.69,297,37,1,68,2007,-0.5,6,Michael Restovich,0,5
13707,13707,0,28.122,0,2006,1,0,0,,1,0,0,0,2007,0.1,2,John Rheinecker,0,1
13708,13708,69,28.035,1,2006,85,16,0,0.514,72,15,5,13,2007,0.1,2,Chris Roberson,0,1
13709,13709,423,31.175,38,2005,163,110,5,0.6709999999999999,471,50,0,42,2007,0.2,3,Oscar Robles,0,2
13710,13710,0,24.313000000000002,0,2006,13,0,0,,0,0,0,0,2007,0.0,2,Brian Rogers,0,1
13711,13711,91,27.101,8,2006,49,15,0,0.446,102,9,2,24,2007,-0.5,2,Mike Rouse,0,1
13714,13714,0,27.268,0,2007,22,0,0,,0,0,0,0,2007,0.0,1,Brad Salmon,0,0
13716,13716,124,30.362,2,2001,138,12,0,0.22399999999999998,143,5,0,48,2007,-0.5,7,Victor Santos,0,6
13717,13717,9,24.177,2,2007,10,3,0,0.75,12,6,0,1,2007,0.0,1,Bronson Sardinha,0,0
13719,13719,0,27.143,0,2007,1,0,0,,0,0,0,0,2007,0.0,1,Mike Schultz,0,0
13721,13721,131,30.005,9,2002,92,15,0,0.315,152,7,1,45,2007,-0.1,6,Jae Weong Seo,0,5
13723,13723,0,26.135,0,2006,19,0,0,,0,0,0,0,2007,0.0,2,Josh Sharpless,0,1
13724,13724,11,30.029,1,2007,7,0,0,0.083,13,0,0,4,2007,-0.2,1,Tom Shearn,0,0
