time,from,to,size
642,3,11,6.36e-08
642,4,3,0.399086
642,3,12,0.0419218
642,13,4,0.399133
642,4,14,1.06e-07
643,2,1,0.389016
643,1,5,4.9e-08
643,1,6,0.0378878
643,1,7,4.95e-08
643,3,2,0.464847
643,2,8,0.0378968
643,2,9,3.64e-08
643,2,10,0.0378962
643,3,11,4.12e-08
643,4,3,0.502818
643,3,12,0.0379076
643,13,4,0.502892
643,4,14,6.46e-08
644,2,1,0.45196
644,1,5,3.02e-08
644,1,6,0.0378266
644,1,7,3.05e-08
644,3,2,0.527684
644,2,8,0.0378369
644,2,9,2.29e-08
644,2,10,0.0378363
644,3,11,2.58e-08
644,4,3,0.565615
644,3,12,0.0378492
644,13,4,0.565708
644,4,14,3.95e-08
645,2,1,0.753852
645,1,5,6.58e-08
645,1,6,0.063264
645,1,7,6.67e-08
645,3,2,0.559353
645,2,8,0.0632918
645,9,2,0.321212
645,2,10,0.06329
645,11,3,0.0602347
645,4,3,0.562522
645,3,12,0.0633134
645,13,4,0.562614
645,4,14,1.01e-07
646,2,1,1.12973
646,5,1,0.475078
646,1,6,0.133638
646,7,1,0.348326
646,3,2,0.922095
646,2,8,0.133726
646,9,2,0.475367
646,2,10,0.133718
646,11,3,0.475555
646,4,3,0.58057
646,3,12,0.133798
646,13,4,0.47575
646,14,4,0.104918
647,2,1,0.576309
647,5,1,0.314857
647,1,6,0.227809
647,7,1,0.314911
647,3,2,0.717211
647,2,8,0.227902
647,9,2,0.314954
647,2,10,0.227878
647,11,3,0.315058
647,4,3,0.630296
647,3,12,0.228
647,13,4,0.315197
647,14,4,0.315215
648,1,2,0.481637
648,5,1,0.118979
648,1,6,0.319184
648,7,1,0.118986
648,3,2,0.0377117
648,2,8,0.319146
648,9,2,0.118948
648,2,10,0.3191
648,11,3,0.118946
648,4,3,0.237917
648,3,12,0.319151
648,13,4,0.118966
648,14,4,0.118968
649,1,2,1.23184
649,1,5,5.17e-07
649,1,6,0.38491
649,1,7,5.13e-07
649,2,3,0.462125
649,2,8,0.384717
649,2,9,3.18e-07
649,2,10,0.384649
649,3,11,3.42e-07
649,3,4,0.0774589
649,3,12,0.384602
649,4,13,0.0774565
649,4,14,5.97e-07
650,1,2,1.47665
650,1,5,1.95e-07
650,1,6,0.409022
650,1,7,1.94e-07
650,2,3,0.658698
650,2,8,0.408762
650,2,9,1.31e-07
650,2,10,0.408686
650,3,11,1.41e-07
650,3,4,0.249977
650,3,12,0.408591
650,4,13,0.249959
650,4,14,2.28e-07
651,1,2,1.53517
651,1,5,4.94e-08
651,1,6,0.383989
651,1,7,4.93e-08
651,2,3,0.767237
651,2,8,0.383727
651,2,9,4e-08
651,2,10,0.38366
651,3,11,4.23e-08
651,3,4,0.38352
651,3,12,0.383542
651,4,13,0.383476
651,4,14,5.66e-08
652,1,2,1.26649
652,5,1,1.83e-07
652,1,6,0.316757
652,7,1,1.82e-07
652,2,3,0.633011
652,2,8,0.316579
652,9,2,1.21e-07
652,2,10,0.316533
652,11,3,1.32e-07
652,3,4,0.316438
652,3,12,0.316454
652,4,13,0.316409
652,14,4,2.2e-07
653,1,2,0.89718
653,5,1,1.64e-07
653,1,6,0.224362
653,7,1,1.62e-07
653,2,3,0.448472
653,2,8,0.224273
653,9,2,1.11e-07
653,2,10,0.22425
653,11,3,1.21e-07
653,3,4,0.224202
653,3,12,0.22421
653,4,13,0.224188
653,14,4,1.96e-07
654,1,2,0.525218
654,5,1,7.75e-08
654,1,6,0.131327
654,7,1,7.58e-08
654,2,3,0.262568
654,2,8,0.131297
654,9,2,5.62e-08
654,2,10,0.131289
654,11,3,6.1e-08
654,3,4,0.131273
654,3,12,0.131275
654,4,13,0.131268
654,14,4,9.16e-08
655,1,2,0.251237
655,5,1,1.01e-08
655,1,6,0.0628145
655,7,1,8.89e-09
655,2,3,0.125609
655,2,8,0.0628076
655,9,2,1.17e-08
655,2,10,0.0628058
655,11,3,1.23e-08
655,3,4,0.0628021
655,3,12,0.0628027
655,4,13,0.0628009
655,14,4,1.05e-08
656,1,2,0.150596
656,1,5,2.56e-09
656,1,6,0.0376509
656,1,7,2.99e-09
656,2,3,0.0752948
656,2,8,0.0376484
656,9,2,3.76e-10
656,2,10,0.0376478
656,11,3,1.89e-10
656,3,4,0.0376465
656,3,12,0.0376467
656,4,13,0.037646
656,4,14,3.73e-09
657,1,2,0.150913
657,5,1,8e-12
657,1,6,0.03773
657,7,1,9.26e-12
657,2,3,0.075453
657,2,8,0.0377275
657,2,9,1.32e-12
657,2,10,0.0377269
657,3,11,1.07e-12
657,3,4,0.0377256
657,3,12,0.0377258
657,4,13,0.0377251
657,14,4,1.23e-11
658,1,2,0.167042
658,5,1,2.44e-10
658,1,6,0.0417627
658,7,1,3.13e-10
658,2,3,0.0835168
658,2,8,0.0417597
658,2,9,1.65e-10
658,2,10,0.0417589
658,3,11,1.45e-10
658,3,4,0.0417572
658,3,12,0.0417575
658,4,13,0.0417567
658,14,4,3.98e-10
659,1,2,0.282017
659,1,5,6.4e-09
659,1,6,0.0705108
659,1,7,5.91e-09
659,2,3,0.140997
659,2,8,0.070502
659,2,9,6.29e-09
659,2,10,0.0704998
659,3,11,6.67e-09
659,3,4,0.0704951
659,3,12,0.0704959
659,4,13,0.0704937
659,4,14,7.05e-09
660,1,2,0.592831
660,1,5,7.69e-08
660,1,6,0.148237
660,1,7,7.56e-08
660,2,3,0.296364
660,2,8,0.148198
660,2,9,5.44e-08
660,2,10,0.148188
660,3,11,5.91e-08
660,3,4,0.148167
660,3,12,0.148171
660,4,13,0.148161
660,4,14,9.14e-08
661,1,2,0.998685
661,1,5,2.03e-07
661,1,6,0.249754
661,1,7,2.01e-07
661,2,3,0.499195
661,2,8,0.249644
661,2,9,1.35e-07
661,2,10,0.249616
661,3,11,1.48e-07
661,3,4,0.249556
661,3,12,0.249565
661,4,13,0.249537
661,4,14,2.44e-07
662,1,2,1.19283
662,1,5,1.22e-07
662,1,6,0.298327
662,1,7,1.21e-07
662,2,3,0.596207
662,2,8,0.298169
662,2,9,8.01e-08
662,2,10,0.298129
662,3,11,8.77e-08
662,3,4,0.298044
662,3,12,0.298057
662,4,13,0.298018
662,4,14,1.46e-07
663,1,2,0.998692
663,5,1,9.85e-08
663,1,6,0.249756
663,7,1,9.76e-08
663,2,3,0.499199
663,2,8,0.249645
663,9,2,6.59e-08
663,2,10,0.249617
663,11,3,7.2e-08
663,3,4,0.249558
663,3,12,0.249567
663,4,13,0.24954
663,14,4,1.18e-07
664,1,2,0.433301
664,5,1,8.09e-08
664,1,6,0.148422
664,7,1,7.86e-08
664,2,3,0.136475
664,2,8,0.148397
664,9,2,5.73e-08
664,2,10,0.148387
664,11,3,5.88e-08
664,4,3,0.0119147
664,3,12,0.148384
664,13,4,0.0119147
664,14,4,8.48e-08
665,2,1,0.0283334
665,1,5,7.04e-08
665,1,6,0.0706808
665,1,7,7.23e-08
665,3,2,0.1697
665,2,8,0.0706844
665,2,9,4.65e-08
665,2,10,0.0706822
665,3,11,5.6e-08
665,4,3,0.240401
665,3,12,0.0706918
665,13,4,0.240418
665,4,14,1.02e-07
666,2,1,0.273284
666,1,5,7.86e-08
666,1,6,0.0419052
666,1,7,7.95e-08
666,3,2,0.357127
666,2,8,0.0419126
666,2,9,5.52e-08
666,2,10,0.0419118
666,3,11,6.36e-08
666,4,3,0.399086
666,3,12,0.0419218
666,13,4,0.399133
666,4,14,1.06e-07
667,2,1,0.389016
667,1,5,4.9e-08
667,1,6,0.0378878
667,1,7,4.95e-08
667,3,2,0.464847
667,2,8,0.0378968
667,2,9,3.64e-08
667,2,10,0.0378962
667,3,11,4.12e-08
667,4,3,0.502818
667,3,12,0.0379076
667,13,4,0.502892
667,4,14,6.46e-08
668,2,1,0.45196
668,1,5,3.02e-08
668,1,6,0.0378266
668,1,7,3.05e-08
668,3,2,0.527684
668,2,8,0.0378369
668,2,9,2.29e-08
668,2,10,0.0378363
668,3,11,2.58e-08
668,4,3,0.565615
668,3,12,0.0378492
668,13,4,0.565708
668,4,14,3.95e-08
669,2,1,1.33834
669,1,5,6.09e-07
669,1,6,0.0635364
669,1,7,6.11e-07
669,3,2,0.989889
669,2,8,0.0635849
669,9,2,0.476038
669,2,10,0.0635831
669,3,11,4.73e-07
669,4,3,1.0538
669,3,12,0.0636231
669,13,4,0.565527
669,14,4,0.488593
670,2,1,1.50265
670,5,1,0.138541
670,1,6,0.133802
670,7,1,0.475456
670,3,2,1.29494
670,2,8,0.133918
670,9,2,0.476051
670,2,10,0.13391
670,11,3,0.476347
670,4,3,0.95308
670,3,12,0.134021
670,13,4,0.476652
670,14,4,0.476691
671,2,1,0.576313
671,5,1,0.314859
671,1,6,0.22781
671,7,1,0.314913
671,3,2,0.717215
671,2,8,0.227902
671,9,2,0.314955
671,2,10,0.227879
671,11,3,0.315059
671,4,3,0.6303
671,3,12,0.228001
671,13,4,0.315199
671,14,4,0.315216
672,1,2,0.481637
672,5,1,0.118979
672,1,6,0.319184
672,7,1,0.118986
672,3,2,0.0377117
672,2,8,0.319146
672,9,2,0.118948
672,2,10,0.3191
672,11,3,0.118946
672,4,3,0.237917
672,3,12,0.319151
672,13,4,0.118966
672,14,4,0.118968
673,1,2,1.23184
673,1,5,5.17e-07
673,1,6,0.38491
673,1,7,5.13e-07
673,2,3,0.462125
673,2,8,0.384717
673,2,9,3.18e-07
673,2,10,0.384649
673,3,11,3.42e-07
673,3,4,0.0774589
673,3,12,0.384602
673,4,13,0.0774565
673,4,14,5.97e-07
674,1,2,1.47665
674,1,5,1.95e-07
674,1,6,0.409022
674,1,7,1.94e-07
674,2,3,0.658698
674,2,8,0.408762
674,2,9,1.31e-07
674,2,10,0.408686
674,3,11,1.41e-07
674,3,4,0.249977
674,3,12,0.408591
674,4,13,0.249959
674,4,14,2.28e-07
675,1,2,1.53517
675,1,5,4.94e-08
675,1,6,0.383989
675,1,7,4.93e-08
675,2,3,0.767237
675,2,8,0.383727
675,2,9,4e-08
675,2,10,0.38366
675,3,11,4.23e-08
675,3,4,0.38352
675,3,12,0.383542
675,4,13,0.383476
675,4,14,5.66e-08
676,1,2,1.26649
676,5,1,1.83e-07
676,1,6,0.316757
676,7,1,1.82e-07
676,2,3,0.633011
676,2,8,0.316579
676,9,2,1.21e-07
676,2,10,0.316533
676,11,3,1.32e-07
676,3,4,0.316438
676,3,12,0.316454
676,4,13,0.316409
676,14,4,2.2e-07
677,1,2,0.89718
677,5,1,1.64e-07
677,1,6,0.224362
677,7,1,1.62e-07
677,2,3,0.448472
677,2,8,0.224273
677,9,2,1.11e-07
677,2,10,0.22425
677,11,3,1.21e-07
677,3,4,0.224202
677,3,12,0.22421
677,4,13,0.224188
677,14,4,1.96e-07
678,1,2,0.525218
678,5,1,7.75e-08
678,1,6,0.131327
678,7,1,7.58e-08
678,2,3,0.262568
678,2,8,0.131297
678,9,2,5.62e-08
678,2,10,0.131289
678,11,3,6.1e-08
678,3,4,0.131273
678,3,12,0.131275
678,4,13,0.131268
678,14,4,9.16e-08
679,1,2,0.251237
679,5,1,1.01e-08
679,1,6,0.0628145
679,7,1,8.89e-09
679,2,3,0.125609
679,2,8,0.0628076
679,9,2,1.17e-08
679,2,10,0.0628058
679,11,3,1.23e-08
679,3,4,0.0628021
679,3,12,0.0628027
679,4,13,0.0628009
679,14,4,1.05e-08
680,1,2,0.150596
680,1,5,2.56e-09
680,1,6,0.0376509
680,1,7,2.99e-09
680,2,3,0.0752948
680,2,8,0.0376484
680,9,2,3.76e-10
680,2,10,0.0376478
680,11,3,1.89e-10
680,3,4,0.0376465
680,3,12,0.0376467
680,4,13,0.037646
680,4,14,3.73e-09
681,1,2,0.150913
681,5,1,8e-12
681,1,6,0.03773
681,7,1,9.26e-12
681,2,3,0.075453
681,2,8,0.0377275
681,2,9,1.32e-12
681,2,10,0.0377269
681,3,11,1.07e-12
681,3,4,0.0377256
681,3,12,0.0377258
681,4,13,0.0377251
681,14,4,1.23e-11
682,1,2,0.167042
682,5,1,2.44e-10
682,1,6,0.0417627
682,7,1,3.13e-10
682,2,3,0.0835168
682,2,8,0.0417597
682,2,9,1.65e-10
682,2,10,0.0417589
682,3,11,1.45e-10
682,3,4,0.0417572
682,3,12,0.0417575
682,4,13,0.0417567
682,14,4,3.98e-10
683,1,2,0.282017
683,1,5,6.4e-09
683,1,6,0.0705108
683,1,7,5.91e-09
683,2,3,0.140997
683,2,8,0.070502
683,2,9,6.29e-09
683,2,10,0.0704998
683,3,11,6.67e-09
683,3,4,0.0704951
683,3,12,0.0704959
683,4,13,0.0704937
683,4,14,7.05e-09
684,1,2,0.592831
684,1,5,7.69e-08
684,1,6,0.148237
684,1,7,7.56e-08
684,2,3,0.296364
684,2,8,0.148198
684,2,9,5.44e-08
684,2,10,0.148188
684,3,11,5.91e-08
684,3,4,0.148167
684,3,12,0.148171
684,4,13,0.148161
684,4,14,9.14e-08
685,1,2,0.998685
685,1,5,2.03e-07
685,1,6,0.249754
685,1,7,2.01e-07
685,2,3,0.499195
685,2,8,0.249644
685,2,9,1.35e-07
685,2,10,0.249616
685,3,11,1.48e-07
685,3,4,0.249556
685,3,12,0.249565
685,4,13,0.249537
685,4,14,2.44e-07
686,1,2,1.19283
686,1,5,1.22e-07
686,1,6,0.298327
686,1,7,1.21e-07
686,2,3,0.596207
686,2,8,0.298169
686,2,9,8.01e-08
686,2,10,0.298129
686,3,11,8.77e-08
686,3,4,0.298044
686,3,12,0.298057
686,4,13,0.298018
686,4,14,1.46e-07
687,1,2,0.998692
687,5,1,9.85e-08
687,1,6,0.249756
687,7,1,9.76e-08
687,2,3,0.499199
687,2,8,0.249645
687,9,2,6.59e-08
687,2,10,0.249617
687,11,3,7.2e-08
687,3,4,0.249558
687,3,12,0.249567
687,4,13,0.24954
687,14,4,1.18e-07
688,1,2,0.433301
688,5,1,8.09e-08
688,1,6,0.148422
688,7,1,7.86e-08
688,2,3,0.136475
688,2,8,0.148397
688,9,2,5.73e-08
688,2,10,0.148387
688,11,3,5.88e-08
688,4,3,0.0119147
688,3,12,0.148384
688,13,4,0.0119147
688,14,4,8.48e-08
689,2,1,0.0283334
689,1,5,7.04e-08
689,1,6,0.0706808
689,1,7,7.23e-08
689,3,2,0.1697
689,2,8,0.0706844
689,2,9,4.65e-08
689,2,10,0.0706822
689,3,11,5.6e-08
689,4,3,0.240401
689,3,12,0.0706918
689,13,4,0.240418
689,4,14,1.02e-07
690,2,1,0.273284
690,1,5,7.86e-08
690,1,6,0.0419052
690,1,7,7.95e-08
690,3,2,0.357127
690,2,8,0.0419126
690,2,9,5.52e-08
690,2,10,0.0419118
690,3,11,6.36e-08
690,4,3,0.399086
690,3,12,0.0419218
690,13,4,0.399133
690,4,14,1.06e-07
691,2,1,0.389016
691,1,5,4.9e-08
691,1,6,0.0378878
691,1,7,4.95e-08
691,3,2,0.464847
691,2,8,0.0378968
691,2,9,3.64e-08
691,2,10,0.0378962
691,3,11,4.12e-08
691,4,3,0.502818
691,3,12,0.0379076
691,13,4,0.502892
691,4,14,6.46e-08
692,2,1,0.45196
692,1,5,3.02e-08
692,1,6,0.0378266
692,1,7,3.05e-08
692,3,2,0.527684
692,2,8,0.0378369
692,2,9,2.29e-08
692,2,10,0.0378363
692,3,11,2.58e-08
692,4,3,0.565615
692,3,12,0.0378492
692,13,4,0.565708
692,4,14,3.95e-08
693,2,1,0.439576
693,5,1,0.563407
693,1,6,0.0634169
693,1,7,3.26e-07
693,3,2,0.566491
693,2,8,0.0634344
693,2,9,2.14e-07
693,2,10,0.0634326
693,11,3,0.066252
693,4,3,0.563787
693,3,12,0.0634562
693,13,4,0.56388
693,4,14,3.88e-07
694,2,1,1.1629
694,5,1,0.474706
694,1,6,0.133532
694,7,1,0.138272
694,3,2,1.2921
694,2,8,0.133625
694,9,2,0.13835
694,2,10,0.133617
694,11,3,0.475303
694,4,3,0.950993
694,3,12,0.133727
694,13,4,0.475608
694,14,4,0.475647
695,2,1,0.576309
695,5,1,0.314858
695,1,6,0.227809
695,7,1,0.314912
695,3,2,0.717212
695,2,8,0.227902
695,9,2,0.314955
695,2,10,0.227879
695,11,3,0.315059
695,4,3,0.630297
695,3,12,0.228001
695,13,4,0.315198
695,14,4,0.315215
696,1,2,0.481637
696,5,1,0.118979
696,1,6,0.319184
696,7,1,0.118986
696,3,2,0.0377117
696,2,8,0.319146
696,9,2,0.118948
696,2,10,0.3191
696,11,3,0.118946
696,4,3,0.237917
696,3,12,0.319151
696,13,4,0.118966
696,14,4,0.118968
697,1,2,1.23184
697,1,5,5.17e-07
697,1,6,0.38491
697,1,7,5.13e-07
697,2,3,0.462125
697,2,8,0.384717
697,2,9,3.18e-07
697,2,10,0.384649
697,3,11,3.42e-07
697,3,4,0.0774589
697,3,12,0.384602
697,4,13,0.0774565
697,4,14,5.97e-07
698,1,2,1.47665
698,1,5,1.95e-07
698,1,6,0.409022
698,1,7,1.94e-07
698,2,3,0.658698
698,2,8,0.408762
698,2,9,1.31e-07
698,2,10,0.408686
698,3,11,1.41e-07
698,3,4,0.249977
698,3,12,0.408591
698,4,13,0.249959
698,4,14,2.28e-07
699,1,2,1.53517
699,1,5,4.94e-08
699,1,6,0.383989
699,1,7,4.93e-08
699,2,3,0.767237
699,2,8,0.383727
699,2,9,4e-08
699,2,10,0.38366
699,3,11,4.23e-08
699,3,4,0.38352
699,3,12,0.383542
699,4,13,0.383476
699,4,14,5.66e-08
700,1,2,1.26649
700,5,1,1.83e-07
700,1,6,0.316757
700,7,1,1.82e-07
700,2,3,0.633011
700,2,8,0.316579
700,9,2,1.21e-07
700,2,10,0.316533
700,11,3,1.32e-07
700,3,4,0.316438
700,3,12,0.316454
700,4,13,0.316409
700,14,4,2.2e-07
701,1,2,0.89718
701,5,1,1.64e-07
701,1,6,0.224362
701,7,1,1.62e-07
701,2,3,0.448472
701,2,8,0.224273
701,9,2,1.11e-07
701,2,10,0.22425
701,11,3,1.21e-07
701,3,4,0.224202
701,3,12,0.22421
701,4,13,0.224188
701,14,4,1.96e-07
702,1,2,0.525218
702,5,1,7.75e-08
702,1,6,0.131327
702,7,1,7.58e-08
702,2,3,0.262568
702,2,8,0.131297
702,9,2,5.62e-08
702,2,10,0.131289
702,11,3,6.1e-08
702,3,4,0.131273
702,3,12,0.131275
702,4,13,0.131268
702,14,4,9.16e-08
703,1,2,0.251237
703,5,1,1.01e-08
703,1,6,0.0628145
703,7,1,8.89e-09
703,2,3,0.125609
703,2,8,0.0628076
703,9,2,1.17e-08
703,2,10,0.0628058
703,11,3,1.23e-08
703,3,4,0.0628021
703,3,12,0.0628027
703,4,13,0.0628009
703,14,4,1.05e-08
704,1,2,0.150596
704,1,5,2.56e-09
704,1,6,0.0376509
704,1,7,2.99e-09
704,2,3,0.0752948
704,2,8,0.0376484
704,9,2,3.76e-10
704,2,10,0.0376478
704,11,3,1.89e-10
704,3,4,0.0376465
704,3,12,0.0376467
704,4,13,0.037646
704,4,14,3.73e-09
705,1,2,0.150913
705,5,1,8e-12
705,1,6,0.03773
705,7,1,9.26e-12
705,2,3,0.075453
705,2,8,0.0377275
705,2,9,1.32e-12
705,2,10,0.0377269
705,3,11,1.07e-12
705,3,4,0.0377256
705,3,12,0.0377258
705,4,13,0.0377251
705,14,4,1.23e-11
706,1,2,0.167042
706,5,1,2.44e-10
706,1,6,0.0417627
706,7,1,3.13e-10
706,2,3,0.0835168
706,2,8,0.0417597
706,2,9,1.65e-10
706,2,10,0.0417589
706,3,11,1.45e-10
706,3,4,0.0417572
706,3,12,0.0417575
706,4,13,0.0417567
706,14,4,3.98e-10
707,1,2,0.282017
707,1,5,6.4e-09
707,1,6,0.0705108
707,1,7,5.91e-09
707,2,3,0.140997
707,2,8,0.070502
707,2,9,6.29e-09
707,2,10,0.0704998
707,3,11,6.67e-09
707,3,4,0.0704951
707,3,12,0.0704959
707,4,13,0.0704937
707,4,14,7.05e-09
708,1,2,0.592831
708,1,5,7.69e-08
708,1,6,0.148237
708,1,7,7.56e-08
708,2,3,0.296364
708,2,8,0.148198
708,2,9,5.44e-08
708,2,10,0.148188
708,3,11,5.91e-08
708,3,4,0.148167
708,3,12,0.148171
708,4,13,0.148161
708,4,14,9.14e-08
709,1,2,0.998685
709,1,5,2.03e-07
709,1,6,0.249754
709,1,7,2.01e-07
709,2,3,0.499195
709,2,8,0.249644
709,2,9,1.35e-07
709,2,10,0.249616
709,3,11,1.48e-07
709,3,4,0.249556
709,3,12,0.249565
709,4,13,0.249537
709,4,14,2.44e-07
710,1,2,1.19283
710,1,5,1.22e-07
710,1,6,0.298327
710,1,7,1.21e-07
710,2,3,0.596207
710,2,8,0.298169
710,2,9,8.01e-08
710,2,10,0.298129
710,3,11,8.77e-08
710,3,4,0.298044
710,3,12,0.298057
710,4,13,0.298018
710,4,14,1.46e-07
711,1,2,0.998692
711,5,1,9.85e-08
711,1,6,0.249756
711,7,1,9.76e-08
711,2,3,0.499199
711,2,8,0.249645
711,9,2,6.59e-08
711,2,10,0.249617
711,11,3,7.2e-08
711,3,4,0.249558
711,3,12,0.249567
711,4,13,0.24954
711,14,4,1.18e-07
712,1,2,0.26373
712,1,5,0.0376802
712,1,6,0.0376796
712,1,7,0.0376794
712,2,3,0.150691
712,2,8,0.0376748
712,2,9,0.0376748
712,2,10,0.0376742
712,3,11,0.0376718
712,3,4,0.075341
712,3,12,0.0376713
712,4,13,0.0376698
712,4,14,0.0376696
713,1,2,0.291873
713,1,5,0.0417016
713,1,6,0.0417009
713,1,7,0.0417006
713,2,3,0.16677
713,2,8,0.041695
713,2,9,0.041695
713,2,10,0.0416942
713,3,11,0.0416913
713,3,4,0.0833796
713,3,12,0.0416908
713,4,13,0.0416889
713,4,14,0.0416886
714,1,2,0.492247
714,1,5,0.0703364
714,1,6,0.0703343
714,1,7,0.0703336
714,2,3,0.281241
714,2,8,0.0703176
714,2,9,0.0703176
714,2,10,0.0703154
714,3,11,0.0703071
714,3,4,0.140605
714,3,12,0.0703055
714,4,13,0.0703002
714,4,14,0.0702993
715,1,2,1.03177
715,1,5,0.147463
715,1,6,0.147454
715,1,7,0.147451
715,2,3,0.58939
715,2,8,0.147381
715,2,9,0.147381
715,2,10,0.147371
715,3,11,0.147335
715,3,4,0.294629
715,3,12,0.147327
715,4,13,0.147304
715,4,14,0.1473
716,1,2,1.73151
716,1,5,0.247551
716,1,6,0.247526
716,1,7,0.247517
716,2,3,0.988889
716,2,8,0.247318
716,2,9,0.247318
716,2,10,0.24729
716,3,11,0.247186
716,3,4,0.494256
716,3,12,0.247163
716,4,13,0.247097
716,4,14,0.247086
717,1,2,2.06435
717,1,5,0.295182
717,1,6,0.295146
717,1,7,0.295134
717,2,3,1.17885
717,2,8,0.294849
717,2,9,0.294849
717,2,10,0.294809
717,3,11,0.294661
717,3,4,0.58916
717,3,12,0.29463
717,4,13,0.294536
717,4,14,0.29452
718,1,2,1.73155
718,1,5,0.247559
718,1,6,0.247533
718,1,7,0.247525
718,2,3,0.988922
718,2,8,0.247323
718,2,9,0.247323
718,2,10,0.247295
718,3,11,0.247191
718,3,4,0.494275
718,3,12,0.247172
718,4,13,0.247106
718,4,14,0.247095
719,1,2,0.433301
719,5,1,2.08e-07
719,1,6,0.148423
719,7,1,2.02e-07
719,2,3,0.136475
719,2,8,0.148397
719,9,2,1.43e-07
719,2,10,0.148387
719,11,3,1.47e-07
719,4,3,0.011915
719,3,12,0.148385
719,13,4,0.0119149
719,14,4,2.19e-07
720,2,1,0.0283334
720,1,5,7.04e-08
720,1,6,0.0706808
720,1,7,7.23e-08
720,3,2,0.1697
720,2,8,0.0706844
720,2,9,4.65e-08
720,2,10,0.0706822
720,3,11,5.6e-08
720,4,3,0.240401
720,3,12,0.0706918
720,13,4,0.240418
720,4,14,1.02e-07
721,2,1,0.273284
721,1,5,7.86e-08
721,1,6,0.0419052
721,1,7,7.95e-08
721,3,2,0.357127
721,2,8,0.0419126
721,2,9,5.52e-08
721,2,10,0.0419118
721,3,11,6.36e-08
721,4,3,0.399086
721,3,12,0.0419218
721,13,4,0.399133
721,4,14,1.06e-07
722,2,1,0.389016
722,1,5,4.9e-08
722,1,6,0.0378878
722,1,7,4.95e-08
722,3,2,0.464847
722,2,8,0.0378968
722,2,9,3.64e-08
722,2,10,0.0378962
722,3,11,4.12e-08
722,4,3,0.502818
722,3,12,0.0379076
722,13,4,0.502892
722,4,14,6.46e-08
723,2,1,0.45196
723,1,5,3.02e-08
723,1,6,0.0378266
723,1,7,3.05e-08
723,3,2,0.527684
723,2,8,0.0378369
723,2,9,2.29e-08
723,2,10,0.0378363
723,3,11,2.58e-08
723,4,3,0.565615
723,3,12,0.0378492
723,13,4,0.565708
723,4,14,3.95e-08
724,2,1,0.753852
724,1,5,6.58e-08
724,1,6,0.063264
724,1,7,6.67e-08
724,3,2,0.559353
724,2,8,0.0632918
724,9,2,0.321212
724,2,10,0.06329
724,11,3,0.0602347
724,4,3,0.562522
724,3,12,0.0633134
724,13,4,0.562614
724,4,14,1.01e-07
725,2,1,1.12973
725,5,1,0.475078
725,1,6,0.133638
725,7,1,0.348326
725,3,2,0.922095
725,2,8,0.133726
725,9,2,0.475367
725,2,10,0.133718
725,11,3,0.475555
725,4,3,0.58057
725,3,12,0.133798
725,13,4,0.47575
725,14,4,0.104918
726,2,1,0.576309
726,5,1,0.314857
726,1,6,0.227809
726,7,1,0.314911
726,3,2,0.717211
726,2,8,0.227902
726,9,2,0.314954
726,2,10,0.227878
726,11,3,0.315058
726,4,3,0.630296
726,3,12,0.228
726,13,4,0.315197
726,14,4,0.315215
727,1,2,0.481637
727,5,1,0.118979
727,1,6,0.319184
727,7,1,0.118986
727,3,2,0.0377117
727,2,8,0.319146
727,9,2,0.118948
727,2,10,0.3191
727,11,3,0.118946
727,4,3,0.237917
727,3,12,0.319151
727,13,4,0.118966
727,14,4,0.118968
728,1,2,1.23184
728,1,5,5.17e-07
728,1,6,0.38491
728,1,7,5.13e-07
728,2,3,0.462125
728,2,8,0.384717
728,2,9,3.18e-07
728,2,10,0.384649
728,3,11,3.42e-07
728,3,4,0.0774589
728,3,12,0.384602
728,4,13,0.0774565
728,4,14,5.97e-07
729,1,2,1.47665
729,1,5,1.95e-07
729,1,6,0.409022
729,1,7,1.94e-07
729,2,3,0.658698
729,2,8,0.408762
729,2,9,1.31e-07
729,2,10,0.408686
729,3,11,1.41e-07
729,3,4,0.249977
729,3,12,0.408591
729,4,13,0.249959
729,4,14,2.28e-07
730,1,2,1.53517
730,1,5,4.94e-08
730,1,6,0.383989
730,1,7,4.93e-08
730,2,3,0.767237
730,2,8,0.383727
730,2,9,4e-08
730,2,10,0.38366
730,3,11,4.23e-08
730,3,4,0.38352
730,3,12,0.383542
730,4,13,0.383476
730,4,14,5.66e-08
731,1,2,1.26649
731,5,1,1.83e-07
731,1,6,0.316757
731,7,1,1.82e-07
731,2,3,0.633011
731,2,8,0.316579
731,9,2,1.21e-07
731,2,10,0.316533
731,11,3,1.32e-07
731,3,4,0.316438
731,3,12,0.316454
731,4,13,0.316409
731,14,4,2.2e-07
732,1,2,0.89718
732,5,1,1.64e-07
732,1,6,0.224362
732,7,1,1.62e-07
732,2,3,0.448472
732,2,8,0.224273
732,9,2,1.11e-07
732,2,10,0.22425
732,11,3,1.21e-07
732,3,4,0.224202
732,3,12,0.22421
732,4,13,0.224188
732,14,4,1.96e-07
733,1,2,0.525218
733,5,1,7.75e-08
733,1,6,0.131327
733,7,1,7.58e-08
733,2,3,0.262568
733,2,8,0.131297
733,9,2,5.62e-08
733,2,10,0.131289
733,11,3,6.1e-08
733,3,4,0.131273
733,3,12,0.131275
733,4,13,0.131268
733,14,4,9.16e-08
734,1,2,0.251237
734,5,1,1.01e-08
