time,from,to,size
92,2,8,0.0632918
92,9,2,0.321212
92,2,10,0.06329
92,11,3,0.0602347
92,4,3,0.562522
92,3,12,0.0633134
92,13,4,0.562614
92,4,14,1.01e-07
93,2,1,1.12973
93,5,1,0.475078
93,1,6,0.133638
93,7,1,0.348326
93,3,2,0.922095
93,2,8,0.133726
93,9,2,0.475367
93,2,10,0.133718
93,11,3,0.475555
93,4,3,0.58057
93,3,12,0.133798
93,13,4,0.47575
93,14,4,0.104918
94,2,1,0.576309
94,5,1,0.314857
94,1,6,0.227809
94,7,1,0.314911
94,3,2,0.717211
94,2,8,0.227902
94,9,2,0.314954
94,2,10,0.227878
94,11,3,0.315058
94,4,3,0.630296
94,3,12,0.228
94,13,4,0.315197
94,14,4,0.315215
95,1,2,0.481637
95,5,1,0.118979
95,1,6,0.319184
95,7,1,0.118986
95,3,2,0.0377117
95,2,8,0.319146
95,9,2,0.118948
95,2,10,0.3191
95,11,3,0.118946
95,4,3,0.237917
95,3,12,0.319151
95,13,4,0.118966
95,14,4,0.118968
96,1,2,1.23184
96,1,5,5.17e-07
96,1,6,0.38491
96,1,7,5.13e-07
96,2,3,0.462125
96,2,8,0.384717
96,2,9,3.18e-07
96,2,10,0.384649
96,3,11,3.42e-07
96,3,4,0.0774589
96,3,12,0.384602
96,4,13,0.0774565
96,4,14,5.97e-07
97,1,2,1.47665
97,1,5,1.95e-07
97,1,6,0.409022
97,1,7,1.94e-07
97,2,3,0.658698
97,2,8,0.408762
97,2,9,1.31e-07
97,2,10,0.408686
97,3,11,1.41e-07
97,3,4,0.249977
97,3,12,0.408591
97,4,13,0.249959
97,4,14,2.28e-07
98,1,2,1.53517
98,1,5,4.94e-08
98,1,6,0.383989
98,1,7,4.93e-08
98,2,3,0.767237
98,2,8,0.383727
98,2,9,4e-08
98,2,10,0.38366
98,3,11,4.23e-08
98,3,4,0.38352
98,3,12,0.383542
98,4,13,0.383476
98,4,14,5.66e-08
99,1,2,1.26649
99,5,1,1.83e-07
99,1,6,0.316757
99,7,1,1.82e-07
99,2,3,0.633011
99,2,8,0.316579
99,9,2,1.21e-07
99,2,10,0.316533
99,11,3,1.32e-07
99,3,4,0.316438
99,3,12,0.316454
99,4,13,0.316409
99,14,4,2.2e-07
100,1,2,0.89718
100,5,1,1.64e-07
100,1,6,0.224362
100,7,1,1.62e-07
100,2,3,0.448472
100,2,8,0.224273
100,9,2,1.11e-07
100,2,10,0.22425
100,11,3,1.21e-07
100,3,4,0.224202
100,3,12,0.22421
100,4,13,0.224188
100,14,4,1.96e-07
101,1,2,0.525218
101,5,1,7.75e-08
101,1,6,0.131327
101,7,1,7.58e-08
101,2,3,0.262568
101,2,8,0.131297
101,9,2,5.62e-08
101,2,10,0.131289
101,11,3,6.1e-08
101,3,4,0.131273
101,3,12,0.131275
101,4,13,0.131268
101,14,4,9.16e-08
102,1,2,0.251237
102,5,1,1.01e-08
102,1,6,0.0628145
102,7,1,8.89e-09
102,2,3,0.125609
102,2,8,0.0628076
102,9,2,1.17e-08
102,2,10,0.0628058
102,11,3,1.23e-08
102,3,4,0.0628021
102,3,12,0.0628027
102,4,13,0.0628009
102,14,4,1.05e-08
103,1,2,0.150596
103,1,5,2.56e-09
103,1,6,0.0376509
103,1,7,2.99e-09
103,2,3,0.0752948
103,2,8,0.0376484
103,9,2,3.76e-10
103,2,10,0.0376478
103,11,3,1.89e-10
103,3,4,0.0376465
103,3,12,0.0376467
103,4,13,0.037646
103,4,14,3.73e-09
104,1,2,0.150913
104,5,1,8e-12
104,1,6,0.03773
104,7,1,9.26e-12
104,2,3,0.075453
104,2,8,0.0377275
104,2,9,1.32e-12
104,2,10,0.0377269
104,3,11,1.07e-12
104,3,4,0.0377256
104,3,12,0.0377258
104,4,13,0.0377251
104,14,4,1.23e-11
105,1,2,0.167042
105,5,1,2.44e-10
105,1,6,0.0417627
105,7,1,3.13e-10
105,2,3,0.0835168
105,2,8,0.0417597
105,2,9,1.65e-10
105,2,10,0.0417589
105,3,11,1.45e-10
105,3,4,0.0417572
105,3,12,0.0417575
105,4,13,0.0417567
105,14,4,3.98e-10
106,1,2,0.282017
106,1,5,6.4e-09
106,1,6,0.0705108
106,1,7,5.91e-09
106,2,3,0.140997
106,2,8,0.070502
106,2,9,6.29e-09
106,2,10,0.0704998
106,3,11,6.67e-09
106,3,4,0.0704951
106,3,12,0.0704959
106,4,13,0.0704937
106,4,14,7.05e-09
107,1,2,0.592831
107,1,5,7.69e-08
107,1,6,0.148237
107,1,7,7.56e-08
107,2,3,0.296364
107,2,8,0.148198
107,2,9,5.44e-08
107,2,10,0.148188
107,3,11,5.91e-08
107,3,4,0.148167
107,3,12,0.148171
107,4,13,0.148161
107,4,14,9.14e-08
108,1,2,0.998685
108,1,5,2.03e-07
108,1,6,0.249754
108,1,7,2.01e-07
108,2,3,0.499195
108,2,8,0.249644
108,2,9,1.35e-07
108,2,10,0.249616
108,3,11,1.48e-07
108,3,4,0.249556
108,3,12,0.249565
108,4,13,0.249537
108,4,14,2.44e-07
109,1,2,1.19283
109,1,5,1.22e-07
109,1,6,0.298327
109,1,7,1.21e-07
109,2,3,0.596207
109,2,8,0.298169
109,2,9,8.01e-08
109,2,10,0.298129
109,3,11,8.77e-08
109,3,4,0.298044
109,3,12,0.298057
109,4,13,0.298018
109,4,14,1.46e-07
110,1,2,0.998692
110,5,1,9.85e-08
110,1,6,0.249756
110,7,1,9.76e-08
110,2,3,0.499199
110,2,8,0.249645
110,9,2,6.59e-08
110,2,10,0.249617
110,11,3,7.2e-08
110,3,4,0.249558
110,3,12,0.249567
110,4,13,0.24954
110,14,4,1.18e-07
111,1,2,0.433301
111,5,1,8.09e-08
111,1,6,0.148422
111,7,1,7.86e-08
111,2,3,0.136475
111,2,8,0.148397
111,9,2,5.73e-08
111,2,10,0.148387
111,11,3,5.88e-08
111,4,3,0.0119147
111,3,12,0.148384
111,13,4,0.0119147
111,14,4,8.48e-08
112,2,1,0.0283334
112,1,5,7.04e-08
112,1,6,0.0706808
112,1,7,7.23e-08
112,3,2,0.1697
112,2,8,0.0706844
112,2,9,4.65e-08
112,2,10,0.0706822
112,3,11,5.6e-08
112,4,3,0.240401
112,3,12,0.0706918
112,13,4,0.240418
112,4,14,1.02e-07
113,2,1,0.273284
113,1,5,7.86e-08
113,1,6,0.0419052
113,1,7,7.95e-08
113,3,2,0.357127
113,2,8,0.0419126
113,2,9,5.52e-08
113,2,10,0.0419118
113,3,11,6.36e-08
113,4,3,0.399086
113,3,12,0.0419218
113,13,4,0.399133
113,4,14,1.06e-07
114,2,1,0.389016
114,1,5,4.9e-08
114,1,6,0.0378878
114,1,7,4.95e-08
114,3,2,0.464847
114,2,8,0.0378968
114,2,9,3.64e-08
114,2,10,0.0378962
114,3,11,4.12e-08
114,4,3,0.502818
114,3,12,0.0379076
114,13,4,0.502892
114,4,14,6.46e-08
115,2,1,0.45196
115,1,5,3.02e-08
115,1,6,0.0378266
115,1,7,3.05e-08
115,3,2,0.527684
115,2,8,0.0378369
115,2,9,2.29e-08
115,2,10,0.0378363
115,3,11,2.58e-08
115,4,3,0.565615
115,3,12,0.0378492
115,13,4,0.565708
115,4,14,3.95e-08
116,2,1,1.33834
116,1,5,6.09e-07
116,1,6,0.0635364
116,1,7,6.11e-07
116,3,2,0.989889
116,2,8,0.0635849
116,9,2,0.476038
116,2,10,0.0635831
116,3,11,4.73e-07
116,4,3,1.0538
116,3,12,0.0636231
116,13,4,0.565527
116,14,4,0.488593
117,2,1,1.50265
117,5,1,0.138541
117,1,6,0.133802
117,7,1,0.475456
117,3,2,1.29494
117,2,8,0.133918
117,9,2,0.476051
117,2,10,0.13391
117,11,3,0.476347
117,4,3,0.95308
117,3,12,0.134021
117,13,4,0.476652
117,14,4,0.476691
118,2,1,0.576313
118,5,1,0.314859
118,1,6,0.22781
118,7,1,0.314913
118,3,2,0.717215
118,2,8,0.227902
118,9,2,0.314955
118,2,10,0.227879
118,11,3,0.315059
118,4,3,0.6303
118,3,12,0.228001
118,13,4,0.315199
118,14,4,0.315216
119,1,2,0.481637
119,5,1,0.118979
119,1,6,0.319184
119,7,1,0.118986
119,3,2,0.0377117
119,2,8,0.319146
119,9,2,0.118948
119,2,10,0.3191
119,11,3,0.118946
119,4,3,0.237917
119,3,12,0.319151
119,13,4,0.118966
119,14,4,0.118968
120,1,2,1.23184
120,1,5,5.17e-07
120,1,6,0.38491
120,1,7,5.13e-07
120,2,3,0.462125
120,2,8,0.384717
120,2,9,3.18e-07
120,2,10,0.384649
120,3,11,3.42e-07
120,3,4,0.0774589
120,3,12,0.384602
120,4,13,0.0774565
120,4,14,5.97e-07
121,1,2,1.47665
121,1,5,1.95e-07
121,1,6,0.409022
121,1,7,1.94e-07
121,2,3,0.658698
121,2,8,0.408762
121,2,9,1.31e-07
121,2,10,0.408686
121,3,11,1.41e-07
121,3,4,0.249977
121,3,12,0.408591
121,4,13,0.249959
121,4,14,2.28e-07
122,1,2,1.53517
122,1,5,4.94e-08
122,1,6,0.383989
122,1,7,4.93e-08
122,2,3,0.767237
122,2,8,0.383727
122,2,9,4e-08
122,2,10,0.38366
122,3,11,4.23e-08
122,3,4,0.38352
122,3,12,0.383542
122,4,13,0.383476
122,4,14,5.66e-08
123,1,2,1.26649
123,5,1,1.83e-07
123,1,6,0.316757
123,7,1,1.82e-07
123,2,3,0.633011
123,2,8,0.316579
123,9,2,1.21e-07
123,2,10,0.316533
123,11,3,1.32e-07
123,3,4,0.316438
123,3,12,0.316454
123,4,13,0.316409
123,14,4,2.2e-07
124,1,2,0.89718
124,5,1,1.64e-07
124,1,6,0.224362
124,7,1,1.62e-07
124,2,3,0.448472
124,2,8,0.224273
124,9,2,1.11e-07
124,2,10,0.22425
124,11,3,1.21e-07
124,3,4,0.224202
124,3,12,0.22421
124,4,13,0.224188
124,14,4,1.96e-07
125,1,2,0.525218
125,5,1,7.75e-08
125,1,6,0.131327
125,7,1,7.58e-08
125,2,3,0.262568
125,2,8,0.131297
125,9,2,5.62e-08
125,2,10,0.131289
125,11,3,6.1e-08
125,3,4,0.131273
125,3,12,0.131275
125,4,13,0.131268
125,14,4,9.16e-08
126,1,2,0.251237
126,5,1,1.01e-08
126,1,6,0.0628145
126,7,1,8.89e-09
126,2,3,0.125609
126,2,8,0.0628076
126,9,2,1.17e-08
126,2,10,0.0628058
126,11,3,1.23e-08
126,3,4,0.0628021
126,3,12,0.0628027
126,4,13,0.0628009
126,14,4,1.05e-08
127,1,2,0.150596
127,1,5,2.56e-09
127,1,6,0.0376509
127,1,7,2.99e-09
127,2,3,0.0752948
127,2,8,0.0376484
127,9,2,3.76e-10
127,2,10,0.0376478
127,11,3,1.89e-10
127,3,4,0.0376465
127,3,12,0.0376467
127,4,13,0.037646
127,4,14,3.73e-09
128,1,2,0.150913
128,5,1,8e-12
128,1,6,0.03773
128,7,1,9.26e-12
128,2,3,0.075453
128,2,8,0.0377275
128,2,9,1.32e-12
128,2,10,0.0377269
128,3,11,1.07e-12
128,3,4,0.0377256
128,3,12,0.0377258
128,4,13,0.0377251
128,14,4,1.23e-11
129,1,2,0.167042
129,5,1,2.44e-10
129,1,6,0.0417627
129,7,1,3.13e-10
129,2,3,0.0835168
129,2,8,0.0417597
129,2,9,1.65e-10
129,2,10,0.0417589
129,3,11,1.45e-10
129,3,4,0.0417572
129,3,12,0.0417575
129,4,13,0.0417567
129,14,4,3.98e-10
130,1,2,0.282017
130,1,5,6.4e-09
130,1,6,0.0705108
130,1,7,5.91e-09
130,2,3,0.140997
130,2,8,0.070502
130,2,9,6.29e-09
130,2,10,0.0704998
130,3,11,6.67e-09
130,3,4,0.0704951
130,3,12,0.0704959
130,4,13,0.0704937
130,4,14,7.05e-09
131,1,2,0.592831
131,1,5,7.69e-08
131,1,6,0.148237
131,1,7,7.56e-08
131,2,3,0.296364
131,2,8,0.148198
131,2,9,5.44e-08
131,2,10,0.148188
131,3,11,5.91e-08
131,3,4,0.148167
131,3,12,0.148171
131,4,13,0.148161
131,4,14,9.14e-08
132,1,2,0.998685
132,1,5,2.03e-07
132,1,6,0.249754
132,1,7,2.01e-07
132,2,3,0.499195
132,2,8,0.249644
132,2,9,1.35e-07
132,2,10,0.249616
132,3,11,1.48e-07
132,3,4,0.249556
132,3,12,0.249565
132,4,13,0.249537
132,4,14,2.44e-07
133,1,2,1.19283
133,1,5,1.22e-07
133,1,6,0.298327
133,1,7,1.21e-07
133,2,3,0.596207
133,2,8,0.298169
133,2,9,8.01e-08
133,2,10,0.298129
133,3,11,8.77e-08
133,3,4,0.298044
133,3,12,0.298057
133,4,13,0.298018
133,4,14,1.46e-07
134,1,2,0.998692
134,5,1,9.85e-08
134,1,6,0.249756
134,7,1,9.76e-08
134,2,3,0.499199
134,2,8,0.249645
134,9,2,6.59e-08
134,2,10,0.249617
134,11,3,7.2e-08
134,3,4,0.249558
134,3,12,0.249567
134,4,13,0.24954
134,14,4,1.18e-07
135,1,2,0.433301
135,5,1,8.09e-08
135,1,6,0.148422
135,7,1,7.86e-08
135,2,3,0.136475
135,2,8,0.148397
135,9,2,5.73e-08
135,2,10,0.148387
135,11,3,5.88e-08
135,4,3,0.0119147
135,3,12,0.148384
135,13,4,0.0119147
135,14,4,8.48e-08
136,2,1,0.0283334
136,1,5,7.04e-08
136,1,6,0.0706808
136,1,7,7.23e-08
136,3,2,0.1697
136,2,8,0.0706844
136,2,9,4.65e-08
136,2,10,0.0706822
136,3,11,5.6e-08
136,4,3,0.240401
136,3,12,0.0706918
136,13,4,0.240418
136,4,14,1.02e-07
137,2,1,0.273284
137,1,5,7.86e-08
137,1,6,0.0419052
137,1,7,7.95e-08
137,3,2,0.357127
137,2,8,0.0419126
137,2,9,5.52e-08
137,2,10,0.0419118
137,3,11,6.36e-08
137,4,3,0.399086
137,3,12,0.0419218
137,13,4,0.399133
137,4,14,1.06e-07
138,2,1,0.389016
138,1,5,4.9e-08
138,1,6,0.0378878
138,1,7,4.95e-08
138,3,2,0.464847
138,2,8,0.0378968
138,2,9,3.64e-08
138,2,10,0.0378962
138,3,11,4.12e-08
138,4,3,0.502818
138,3,12,0.0379076
138,13,4,0.502892
138,4,14,6.46e-08
139,2,1,0.45196
139,1,5,3.02e-08
139,1,6,0.0378266
139,1,7,3.05e-08
139,3,2,0.527684
139,2,8,0.0378369
139,2,9,2.29e-08
139,2,10,0.0378363
139,3,11,2.58e-08
139,4,3,0.565615
139,3,12,0.0378492
139,13,4,0.565708
139,4,14,3.95e-08
140,2,1,0.439576
140,5,1,0.563407
140,1,6,0.0634169
140,1,7,3.26e-07
140,3,2,0.566491
140,2,8,0.0634344
140,2,9,2.14e-07
140,2,10,0.0634326
140,11,3,0.066252
140,4,3,0.563787
140,3,12,0.0634562
140,13,4,0.56388
140,4,14,3.88e-07
141,2,1,1.1629
141,5,1,0.474706
141,1,6,0.133532
141,7,1,0.138272
141,3,2,1.2921
141,2,8,0.133625
141,9,2,0.13835
141,2,10,0.133617
141,11,3,0.475303
141,4,3,0.950993
141,3,12,0.133727
141,13,4,0.475608
141,14,4,0.475647
142,2,1,0.576309
142,5,1,0.314858
142,1,6,0.227809
142,7,1,0.314912
142,3,2,0.717212
142,2,8,0.227902
142,9,2,0.314955
142,2,10,0.227879
142,11,3,0.315059
142,4,3,0.630297
142,3,12,0.228001
142,13,4,0.315198
142,14,4,0.315215
143,1,2,0.481637
143,5,1,0.118979
143,1,6,0.319184
143,7,1,0.118986
143,3,2,0.0377117
143,2,8,0.319146
143,9,2,0.118948
143,2,10,0.3191
143,11,3,0.118946
143,4,3,0.237917
143,3,12,0.319151
143,13,4,0.118966
143,14,4,0.118968
144,1,2,1.23184
144,1,5,5.17e-07
144,1,6,0.38491
144,1,7,5.13e-07
144,2,3,0.462125
144,2,8,0.384717
144,2,9,3.18e-07
144,2,10,0.384649
144,3,11,3.42e-07
144,3,4,0.0774589
144,3,12,0.384602
144,4,13,0.0774565
144,4,14,5.97e-07
145,1,2,1.47665
145,1,5,1.95e-07
145,1,6,0.409022
145,1,7,1.94e-07
145,2,3,0.658698
145,2,8,0.408762
145,2,9,1.31e-07
145,2,10,0.408686
145,3,11,1.41e-07
145,3,4,0.249977
145,3,12,0.408591
145,4,13,0.249959
145,4,14,2.28e-07
146,1,2,1.53517
146,1,5,4.94e-08
146,1,6,0.383989
146,1,7,4.93e-08
146,2,3,0.767237
146,2,8,0.383727
146,2,9,4e-08
146,2,10,0.38366
146,3,11,4.23e-08
146,3,4,0.38352
146,3,12,0.383542
146,4,13,0.383476
146,4,14,5.66e-08
147,1,2,1.26649
147,5,1,1.83e-07
147,1,6,0.316757
147,7,1,1.82e-07
147,2,3,0.633011
147,2,8,0.316579
147,9,2,1.21e-07
147,2,10,0.316533
147,11,3,1.32e-07
147,3,4,0.316438
147,3,12,0.316454
147,4,13,0.316409
147,14,4,2.2e-07
148,1,2,0.89718
148,5,1,1.64e-07
148,1,6,0.224362
148,7,1,1.62e-07
148,2,3,0.448472
148,2,8,0.224273
148,9,2,1.11e-07
148,2,10,0.22425
148,11,3,1.21e-07
148,3,4,0.224202
148,3,12,0.22421
148,4,13,0.224188
148,14,4,1.96e-07
149,1,2,0.525218
149,5,1,7.75e-08
149,1,6,0.131327
149,7,1,7.58e-08
149,2,3,0.262568
149,2,8,0.131297
149,9,2,5.62e-08
149,2,10,0.131289
149,11,3,6.1e-08
149,3,4,0.131273
149,3,12,0.131275
149,4,13,0.131268
149,14,4,9.16e-08
150,1,2,0.251237
150,5,1,1.01e-08
150,1,6,0.0628145
150,7,1,8.89e-09
150,2,3,0.125609
150,2,8,0.0628076
150,9,2,1.17e-08
150,2,10,0.0628058
150,11,3,1.23e-08
150,3,4,0.0628021
150,3,12,0.0628027
150,4,13,0.0628009
150,14,4,1.05e-08
151,1,2,0.150596
151,1,5,2.56e-09
151,1,6,0.0376509
151,1,7,2.99e-09
151,2,3,0.0752948
151,2,8,0.0376484
151,9,2,3.76e-10
151,2,10,0.0376478
151,11,3,1.89e-10
151,3,4,0.0376465
151,3,12,0.0376467
151,4,13,0.037646
151,4,14,3.73e-09
152,1,2,0.150913
152,5,1,8e-12
152,1,6,0.03773
152,7,1,9.26e-12
152,2,3,0.075453
152,2,8,0.0377275
152,2,9,1.32e-12
152,2,10,0.0377269
152,3,11,1.07e-12
152,3,4,0.0377256
152,3,12,0.0377258
152,4,13,0.0377251
152,14,4,1.23e-11
153,1,2,0.167042
153,5,1,2.44e-10
153,1,6,0.0417627
153,7,1,3.13e-10
153,2,3,0.0835168
153,2,8,0.0417597
153,2,9,1.65e-10
153,2,10,0.0417589
153,3,11,1.45e-10
153,3,4,0.0417572
153,3,12,0.0417575
153,4,13,0.0417567
153,14,4,3.98e-10
154,1,2,0.282017
154,1,5,6.4e-09
154,1,6,0.0705108
154,1,7,5.91e-09
154,2,3,0.140997
154,2,8,0.070502
154,2,9,6.29e-09
154,2,10,0.0704998
154,3,11,6.67e-09
154,3,4,0.0704951
154,3,12,0.0704959
154,4,13,0.0704937
154,4,14,7.05e-09
155,1,2,0.592831
155,1,5,7.69e-08
155,1,6,0.148237
155,1,7,7.56e-08
155,2,3,0.296364
155,2,8,0.148198
155,2,9,5.44e-08
155,2,10,0.148188
155,3,11,5.91e-08
155,3,4,0.148167
155,3,12,0.148171
155,4,13,0.148161
155,4,14,9.14e-08
156,1,2,0.998685
156,1,5,2.03e-07
156,1,6,0.249754
156,1,7,2.01e-07
156,2,3,0.499195
156,2,8,0.249644
156,2,9,1.35e-07
156,2,10,0.249616
156,3,11,1.48e-07
156,3,4,0.249556
156,3,12,0.249565
156,4,13,0.249537
156,4,14,2.44e-07
157,1,2,1.19283
157,1,5,1.22e-07
157,1,6,0.298327
157,1,7,1.21e-07
157,2,3,0.596207
157,2,8,0.298169
157,2,9,8.01e-08
157,2,10,0.298129
157,3,11,8.77e-08
157,3,4,0.298044
157,3,12,0.298057
157,4,13,0.298018
157,4,14,1.46e-07
158,1,2,0.998692
158,5,1,9.85e-08
158,1,6,0.249756
158,7,1,9.76e-08
158,2,3,0.499199
158,2,8,0.249645
158,9,2,6.59e-08
158,2,10,0.249617
158,11,3,7.2e-08
158,3,4,0.249558
158,3,12,0.249567
158,4,13,0.24954
158,14,4,1.18e-07
159,1,2,0.26373
159,1,5,0.0376802
159,1,6,0.0376796
159,1,7,0.0376794
159,2,3,0.150691
159,2,8,0.0376748
159,2,9,0.0376748
159,2,10,0.0376742
159,3,11,0.0376718
159,3,4,0.075341
159,3,12,0.0376713
159,4,13,0.0376698
159,4,14,0.0376696
160,1,2,0.291873
160,1,5,0.0417016
160,1,6,0.0417009
160,1,7,0.0417006
160,2,3,0.16677
160,2,8,0.041695
160,2,9,0.041695
160,2,10,0.0416942
160,3,11,0.0416913
160,3,4,0.0833796
160,3,12,0.0416908
160,4,13,0.0416889
160,4,14,0.0416886
161,1,2,0.492247
161,1,5,0.0703364
161,1,6,0.0703343
161,1,7,0.0703336
161,2,3,0.281241
161,2,8,0.0703176
161,2,9,0.0703176
161,2,10,0.0703154
161,3,11,0.0703071
161,3,4,0.140605
161,3,12,0.0703055
161,4,13,0.0703002
161,4,14,0.0702993
162,1,2,1.03177
162,1,5,0.147463
162,1,6,0.147454
162,1,7,0.147451
162,2,3,0.58939
162,2,8,0.147381
162,2,9,0.147381
162,2,10,0.147371
162,3,11,0.147335
162,3,4,0.294629
162,3,12,0.147327
162,4,13,0.147304
162,4,14,0.1473
163,1,2,1.73151
163,1,5,0.247551
163,1,6,0.247526
163,1,7,0.247517
163,2,3,0.988889
163,2,8,0.247318
163,2,9,0.247318
163,2,10,0.24729
163,3,11,0.247186
163,3,4,0.494256
163,3,12,0.247163
163,4,13,0.247097
163,4,14,0.247086
164,1,2,2.06435
164,1,5,0.295182
164,1,6,0.295146
164,1,7,0.295134
164,2,3,1.17885
164,2,8,0.294849
164,2,9,0.294849
164,2,10,0.294809
164,3,11,0.294661
164,3,4,0.58916
164,3,12,0.29463
164,4,13,0.294536
164,4,14,0.29452
165,1,2,1.73155
165,1,5,0.247559
165,1,6,0.247533
165,1,7,0.247525
165,2,3,0.988922
165,2,8,0.247323
165,2,9,0.247323
165,2,10,0.247295
165,3,11,0.247191
165,3,4,0.494275
165,3,12,0.247172
165,4,13,0.247106
165,4,14,0.247095
166,1,2,0.433301
166,5,1,2.08e-07
166,1,6,0.148423
166,7,1,2.02e-07
166,2,3,0.136475
166,2,8,0.148397
166,9,2,1.43e-07
166,2,10,0.148387
166,11,3,1.47e-07
166,4,3,0.011915
166,3,12,0.148385
166,13,4,0.0119149
166,14,4,2.19e-07
167,2,1,0.0283334
167,1,5,7.04e-08
167,1,6,0.0706808
167,1,7,7.23e-08
167,3,2,0.1697
167,2,8,0.0706844
167,2,9,4.65e-08
167,2,10,0.0706822
167,3,11,5.6e-08
167,4,3,0.240401
167,3,12,0.0706918
167,13,4,0.240418
167,4,14,1.02e-07
168,2,1,0.273284
168,1,5,7.86e-08
168,1,6,0.0419052
168,1,7,7.95e-08
168,3,2,0.357127
168,2,8,0.0419126
168,2,9,5.52e-08
168,2,10,0.0419118
168,3,11,6.36e-08
168,4,3,0.399086
168,3,12,0.0419218
168,13,4,0.399133
168,4,14,1.06e-07
169,2,1,0.389016
169,1,5,4.9e-08
169,1,6,0.0378878
169,1,7,4.95e-08
169,3,2,0.464847
169,2,8,0.0378968
169,2,9,3.64e-08
169,2,10,0.0378962
169,3,11,4.12e-08
169,4,3,0.502818
169,3,12,0.0379076
169,13,4,0.502892
169,4,14,6.46e-08
170,2,1,0.45196
170,1,5,3.02e-08
170,1,6,0.0378266
170,1,7,3.05e-08
170,3,2,0.527684
170,2,8,0.0378369
170,2,9,2.29e-08
170,2,10,0.0378363
170,3,11,2.58e-08
170,4,3,0.565615
170,3,12,0.0378492
170,13,4,0.565708
170,4,14,3.95e-08
171,2,1,0.753852
171,1,5,6.58e-08
171,1,6,0.063264
171,1,7,6.67e-08
171,3,2,0.559353
171,2,8,0.0632918
171,9,2,0.321212
171,2,10,0.06329
171,11,3,0.0602347
171,4,3,0.562522
171,3,12,0.0633134
171,13,4,0.562614
171,4,14,1.01e-07
172,2,1,1.12973
172,5,1,0.475078
172,1,6,0.133638
172,7,1,0.348326
172,3,2,0.922095
172,2,8,0.133726
172,9,2,0.475367
172,2,10,0.133718
172,11,3,0.475555
172,4,3,0.58057
172,3,12,0.133798
172,13,4,0.47575
172,14,4,0.104918
173,2,1,0.576309
173,5,1,0.314857
173,1,6,0.227809
173,7,1,0.314911
173,3,2,0.717211
173,2,8,0.227902
173,9,2,0.314954
173,2,10,0.227878
173,11,3,0.315058
173,4,3,0.630296
173,3,12,0.228
173,13,4,0.315197
173,14,4,0.315215
174,1,2,0.481637
174,5,1,0.118979
174,1,6,0.319184
174,7,1,0.118986
174,3,2,0.0377117
174,2,8,0.319146
174,9,2,0.118948
174,2,10,0.3191
174,11,3,0.118946
174,4,3,0.237917
174,3,12,0.319151
174,13,4,0.118966
174,14,4,0.118968
175,1,2,1.23184
175,1,5,5.17e-07
175,1,6,0.38491
175,1,7,5.13e-07
175,2,3,0.462125
175,2,8,0.384717
175,2,9,3.18e-07
175,2,10,0.384649
175,3,11,3.42e-07
175,3,4,0.0774589
175,3,12,0.384602
175,4,13,0.0774565
175,4,14,5.97e-07
176,1,2,1.47665
176,1,5,1.95e-07
176,1,6,0.409022
176,1,7,1.94e-07
176,2,3,0.658698
176,2,8,0.408762
176,2,9,1.31e-07
176,2,10,0.408686
176,3,11,1.41e-07
176,3,4,0.249977
176,3,12,0.408591
176,4,13,0.249959
176,4,14,2.28e-07
177,1,2,1.53517
177,1,5,4.94e-08
177,1,6,0.383989
177,1,7,4.93e-08
177,2,3,0.767237
177,2,8,0.383727
177,2,9,4e-08
177,2,10,0.38366
177,3,11,4.23e-08
177,3,4,0.38352
177,3,12,0.383542
177,4,13,0.383476
177,4,14,5.66e-08
178,1,2,1.26649
178,5,1,1.83e-07
178,1,6,0.316757
178,7,1,1.82e-07
178,2,3,0.633011
178,2,8,0.316579
178,9,2,1.21e-07
178,2,10,0.316533
178,11,3,1.32e-07
178,3,4,0.316438
178,3,12,0.316454
178,4,13,0.316409
178,14,4,2.2e-07
179,1,2,0.89718
179,5,1,1.64e-07
179,1,6,0.224362
179,7,1,1.62e-07
179,2,3,0.448472
179,2,8,0.224273
179,9,2,1.11e-07
179,2,10,0.22425
179,11,3,1.21e-07
179,3,4,0.224202
179,3,12,0.22421
179,4,13,0.224188
179,14,4,1.96e-07
180,1,2,0.525218
180,5,1,7.75e-08
180,1,6,0.131327
180,7,1,7.58e-08
180,2,3,0.262568
180,2,8,0.131297
180,9,2,5.62e-08
180,2,10,0.131289
180,11,3,6.1e-08
180,3,4,0.131273
180,3,12,0.131275
180,4,13,0.131268
180,14,4,9.16e-08
181,1,2,0.251237
181,5,1,1.01e-08
181,1,6,0.0628145
181,7,1,8.89e-09
181,2,3,0.125609
181,2,8,0.0628076
181,9,2,1.17e-08
181,2,10,0.0628058
181,11,3,1.23e-08
181,3,4,0.0628021
181,3,12,0.0628027
181,4,13,0.0628009
181,14,4,1.05e-08
182,1,2,0.150596
182,1,5,2.56e-09
182,1,6,0.0376509
182,1,7,2.99e-09
182,2,3,0.0752948
182,2,8,0.0376484
182,9,2,3.76e-10
182,2,10,0.0376478
182,11,3,1.89e-10
182,3,4,0.0376465
182,3,12,0.0376467
182,4,13,0.037646
182,4,14,3.73e-09
183,1,2,0.150913
183,5,1,8e-12
183,1,6,0.03773
183,7,1,9.26e-12
183,2,3,0.075453
183,2,8,0.0377275
183,2,9,1.32e-12
183,2,10,0.0377269
183,3,11,1.07e-12
183,3,4,0.0377256
183,3,12,0.0377258
